driverId,eventType,longitude,latitude
27,Normal,-92.03,38.97
32,Normal,-89.71,37.47
30,Normal,-93.58,41.62
21,Normal,-90.29,40.96
15,Normal,-88.77,40.76
10,Normal,-95.5,36.37
13,Normal,-93.04,41.71
11,Normal,-92.4,41.78
27,Normal,-92.38,38.98
14,Normal,-89.91,40.86
30,Normal,-93.04,41.71
15,Normal,-88.07,41.48
19,Normal,-96.97,36.24
31,Normal,-90.37,35.21
16,Normal,-88.77,40.76
15,Normal,-87.67,41.87
13,Normal,-92.74,41.75
18,Normal,-92.94,39.77
25,Normal,-91.24,41.67
22,Normal,-88.07,41.48
10,Normal,-95.01,36.73
28,Normal,-93.13,39.78
18,Normal,-92.74,39.76
17,Normal,-92.63,38.95
21,Normal,-89.52,40.7
31,Normal,-90.04,35.19
21,Normal,-89.91,40.86
27,Normal,-92.85,38.93
25,Normal,-90.82,41.66
13,Normal,-91.94,41.71
29,Normal,-97.37,36.91
18,Normal,-92.57,39.77
25,Normal,-90.64,41.56
20,Normal,-91.59,41.7
21,Normal,-90.29,40.96
23,Normal,-91.05,41.72
13,Normal,-91.59,41.7
26,Normal,-93.96,37.08
25,Normal,-89.88,41.77
16,Normal,-87.67,41.87
29,Normal,-97.32,37.15
13,Normal,-91.24,41.67
22,Normal,-88.07,41.48
30,Normal,-91.24,41.67
17,Normal,-93.45,38.99
19,Normal,-97.37,36.91
15,Normal,-89.63,39.84
16,Normal,-88.77,40.76
12,Normal,-94.46,37.16
11,Normal,-90.2,41.59
23,Normal,-90.44,41.54
29,Normal,-97.32,37.48
14,Normal,-91.05,41.72
13,Normal,-90.64,41.56
18,Normal,-91.59,39.68
21,Normal,-91.32,41.71
20,Normal,-90.2,41.59
14,Normal,-91.32,41.71
16,Normal,-89.17,40.38
17,Normal,-93.85,39.01
12,Normal,-94.37,38.0
31,Normal,-91.74,34.89
21,Normal,-91.47,41.74
29,Normal,-97.32,37.48
23,Normal,-89.52,40.7
19,Normal,-97.36,37.69
23,Normal,-89.52,40.7
27,Normal,-94.16,39.04
28,Normal,-91.36,39.76
11,Normal,-88.96,42.25
14,Normal,-91.63,41.72
21,Normal,-91.63,41.72
24,Normal,-91.78,42.23
31,Normal,-92.09,34.8
29,Normal,-97.32,37.15
16,Normal,-90.2,38.65
15,Normal,-94.46,37.16
30,Normal,-89.29,41.85
29,Normal,-97.37,36.91
19,Normal,-97.32,37.48
30,Normal,-89.6,41.76
15,Normal,-94.31,37.31
19,Normal,-97.32,37.27
31,Normal,-92.31,34.78
32,Normal,-89.54,36.84
11,Normal,-91.59,41.7
17,Normal,-91.1,38.83
28,Normal,-93.13,39.78
29,Normal,-93.61,35.51
10,Normal,-92.89,37.51
16,Normal,-91.32,41.71
11,Normal,-91.24,41.67
20,Normal,-92.09,34.8
16,Normal,-91.05,41.72
10,Normal,-92.99,37.34
13,Normal,-89.65,36.37
17,Normal,-91.19,38.83
28,Normal,-93.33,39.77
28,Normal,-93.6,39.77
32,Normal,-89.71,37.47
17,Normal,-91.33,38.87
20,Normal,-92.31,34.78
25,Normal,-90.2,41.59
23,Normal,-90.37,35.21
24,Normal,-91.47,41.74
18,Normal,-94.15,39.77
11,Normal,-90.2,41.59
23,Normal,-90.04,35.19
12,Normal,-91.24,41.67
15,Normal,-94.38,38.67
26,Normal,-95.69,36.25
29,Normal,-96.68,36.2
31,Normal,-94.58,37.03
16,Normal,-91.32,41.71
15,Normal,-94.35,38.33
28,Normal,-94.36,39.37
23,Normal,-92.31,34.78
20,Normal,-90.37,35.21
30,Normal,-89.17,40.38
18,Normal,-94.24,39.63
28,Normal,-94.28,39.53
26,Normal,-95.99,36.17
22,Normal,-91.63,41.72
13,Normal,-90.0,37.72
25,Normal,-88.41,42.11
10,Normal,-95.76,36.18
31,Normal,-94.31,37.31
32,Normal,-88.07,41.48
28,Normal,-94.24,39.63
20,Normal,-90.94,35.03
27,Normal,-94.16,39.04
30,Normal,-88.42,41.11
12,Normal,-87.66,41.89
26,Normal,-95.76,36.18
13,Normal,-90.24,38.0
18,Normal,-92.94,39.77
12,Normal,-89.03,41.92
17,Normal,-94.31,39.04
20,Normal,-92.31,34.78
11,Normal,-89.88,41.77
28,Normal,-93.13,39.78
22,Normal,-90.44,41.54
31,Normal,-94.59,39.1
26,Normal,-95.01,36.73
29,Normal,-97.36,37.69
32,Normal,-90.2,38.65
30,Normal,-88.77,40.76
19,Normal,-97.32,37.27
26,Normal,-94.54,37.02
26,Normal,-94.83,36.84
18,Normal,-92.42,39.76
30,Normal,-89.63,39.84
16,Normal,-90.44,41.54
13,Normal,-89.54,36.84
28,Normal,-92.74,39.76
13,Normal,-89.56,37.2
21,Normal,-90.2,38.65
28,Normal,-92.57,39.77
29,Normal,-97.32,37.48
23,Normal,-90.44,41.54
16,Normal,-89.91,40.86
18,Normal,-90.63,39.7
31,Normal,-92.09,34.8
28,Normal,-90.79,39.69
18,Normal,-90.52,39.71
11,Normal,-88.02,42.04
13,Normal,-88.96,42.25
23,Normal,-90.7,41.62
28,Normal,-90.63,39.7
32,Normal,-90.07,35.1
23,Normal,-91.05,41.72
17,Normal,-94.16,39.04
28,Normal,-90.52,39.71
25,Normal,-88.02,42.04
30,Normal,-88.41,42.11
26,Normal,-91.69,37.99
24,Normal,-90.44,41.54
22,Normal,-90.44,41.54
18,Normal,-90.37,39.71
21,Normal,-91.32,41.71
15,Normal,-94.38,38.67
20,Normal,-87.66,41.89
12,Normal,-94.35,38.33
28,Normal,-90.37,39.71
17,Normal,-93.85,39.01
26,Normal,-91.55,38.04
13,Normal,-87.66,41.89
11,Normal,-88.02,42.04
31,Normal,-91.14,34.96
24,Normal,-90.29,40.96
11,Normal,-88.41,42.11
32,Normal,-89.8,35.94
13,Normal,-87.66,41.89
28,Normal,-90.24,39.72
21,Normal,-90.29,40.96
12,Normal,-94.31,37.31
32,Normal,-89.65,36.37
28,Normal,-90.14,39.76
20,Normal,-88.41,42.11
19,Normal,-96.68,36.2
29,Normal,-96.21,36.19
31,Normal,-90.37,35.21
30,Normal,-88.41,42.11
10,Normal,-91.44,38.09
25,Normal,-89.03,41.92
15,Normal,-94.38,38.67
14,Normal,-89.52,40.7
21,Normal,-89.52,40.7
32,Normal,-89.56,37.2
27,Normal,-92.85,38.93
10,Normal,-91.18,38.22
28,Normal,-89.78,39.77
16,Normal,-91.78,42.23
22,Normal,-91.63,41.72
10,Normal,-91.07,38.31
15,Normal,-94.37,38.0
27,Normal,-92.63,38.95
13,Normal,-88.96,42.25
21,Normal,-89.74,39.1
22,Normal,-91.47,41.74
11,Normal,-89.6,41.76
26,Normal,-90.69,38.5
30,Normal,-89.03,41.92
32,Normal,-90.24,38.0
27,Normal,-92.38,38.98
31,Normal,-94.46,37.16
18,Normal,-89.96,39.74
19,Normal,-95.76,36.08
23,Normal,-90.7,41.62
13,Normal,-89.29,41.85
15,Normal,-94.46,37.16
30,Normal,-89.29,41.85
16,Normal,-91.32,41.71
20,Normal,-90.2,41.59
17,Normal,-92.22,38.96
18,Normal,-90.24,39.72
12,Normal,-94.37,38.0
24,Normal,-91.05,41.72
14,Normal,-94.35,38.33
23,Normal,-90.29,40.96
12,Normal,-94.35,38.33
30,Normal,-89.88,41.77
14,Normal,-94.38,38.67
26,Normal,-90.18,38.64
30,Normal,-90.2,41.59
16,Normal,-90.44,41.54
27,Normal,-91.56,38.93
20,Normal,-90.82,41.66
28,Normal,-90.24,39.72
11,Normal,-91.59,41.7
28,Normal,-90.24,39.72
29,Normal,-94.57,35.37
13,Normal,-90.82,41.66
29,Normal,-93.92,35.53
17,Normal,-91.56,38.93
23,Normal,-89.52,40.7
28,Normal,-90.37,39.71
18,Normal,-90.63,39.7
10,Normal,-90.53,38.51
22,Normal,-89.52,40.7
16,Normal,-89.52,40.7
18,Normal,-90.79,39.69
10,Normal,-90.69,38.5
27,Normal,-91.1,38.83
24,Normal,-91.63,41.72
32,Normal,-89.56,37.2
23,Normal,-90.94,35.03
17,Normal,-90.93,38.82
26,Normal,-91.18,38.22
29,Normal,-93.12,35.31
25,Normal,-92.74,41.75
16,Normal,-89.52,40.7
22,Normal,-90.44,41.54
27,Normal,-90.93,38.82
25,Normal,-93.04,41.71
10,Normal,-91.07,38.31
32,Normal,-89.65,36.37
24,Normal,-91.32,41.71
25,Normal,-93.36,41.69
23,Normal,-91.38,34.83
20,Normal,-93.04,41.71
30,Normal,-92.4,41.78
13,Normal,-92.4,41.78
11,Normal,-93.36,41.69
15,Normal,-94.59,39.1
23,Normal,-91.74,34.89
17,Normal,-90.55,38.81
21,Normal,-89.74,39.1
12,Normal,-94.3,37.66
25,Normal,-93.58,41.62
31,Normal,-94.3,37.66
15,Normal,-94.59,39.1
23,Normal,-91.93,34.81
31,Normal,-94.31,37.31
28,Normal,-91.59,39.68
11,Normal,-93.58,41.62
19,Normal,-92.53,35.15
23,Normal,-92.09,34.8
12,Normal,-94.46,37.16
27,Normal,-90.21,38.65
23,Normal,-92.31,34.78
28,Normal,-91.8,39.67
12,Normal,-94.58,37.03
25,Normal,-92.74,41.75
19,Normal,-92.25,34.92
15,Normal,-94.38,38.67
22,Normal,-91.63,41.72
19,Normal,-92.25,34.75
15,Normal,-94.35,38.33
28,Normal,-92.27,39.76
17,Normal,-90.41,38.75
26,Normal,-92.31,37.81
29,Normal,-92.53,35.15
18,Normal,-92.57,39.77
14,Normal,-94.46,37.16
15,Normal,-94.37,38.0
32,Normal,-90.07,35.68
24,Normal,-89.52,40.7
27,Normal,-90.67,38.82
17,Normal,-90.67,38.82
24,Normal,-89.91,40.86
15,Normal,-94.3,37.66
27,Normal,-90.79,38.83
21,Normal,-88.42,41.11
13,Normal,-90.24,38.0
32,Normal,-89.8,35.94
14,Normal,-94.3,37.66
13,Normal,-90.0,37.72
23,Normal,-91.38,34.83
24,Normal,-90.29,40.96
26,Normal,-92.74,37.6
18,Normal,-93.13,39.78
13,Normal,-89.71,37.47
21,Normal,-88.07,41.48
13,Normal,-90.07,35.68
17,Normal,-91.74,38.94
14,Normal,-94.38,38.99
30,Normal,-88.07,41.48
23,Normal,-90.04,35.19
17,Normal,-92.03,38.97
11,Normal,-89.88,41.77
27,Normal,-92.22,38.96
25,Normal,-89.6,41.76
12,Normal,-90.64,41.56
24,Normal,-91.78,42.23
10,Normal,-93.96,37.08
30,Normal,-88.77,40.76
17,Normal,-92.22,38.96
24,Normal,-91.78,42.23
15,Normal,-94.35,38.33
32,Normal,-90.15,38.62
24,Normal,-91.63,41.72
19,Normal,-95.15,35.51
16,Normal,-89.52,40.7
12,Normal,-89.88,41.77
32,Normal,-89.74,39.1
14,Normal,-94.37,38.0
19,Normal,-95.3,35.64
13,Normal,-90.24,35.35
24,Normal,-91.47,41.74
28,Normal,-94.36,39.37
29,Normal,-95.76,36.08
23,Normal,-91.14,34.96
20,Normal,-90.94,35.03
17,Normal,-92.63,38.95
22,Normal,-90.44,41.54
19,Normal,-95.56,35.97
11,Normal,-88.41,42.11
15,Normal,-94.59,39.1
11,Normal,-88.64,42.21
29,Normal,-95.99,36.17
30,Normal,-90.2,38.65
13,Normal,-89.65,36.37
21,Normal,-89.63,39.84
18,Normal,-94.36,39.37
32,Normal,-89.17,40.38
24,Normal,-91.05,41.72
22,Normal,-90.7,41.62
16,Normal,-90.7,41.62
27,Normal,-93.2,38.98
32,Normal,-88.42,41.11
17,Normal,-93.2,38.98
11,Normal,-87.66,41.89
18,Normal,-93.93,39.76
31,Normal,-94.3,37.66
21,Normal,-87.67,41.87
16,Normal,-91.78,42.23
27,Normal,-94.31,39.04
31,Normal,-94.37,38.0
29,Normal,-97.37,36.79
32,Normal,-88.77,40.76
24,Normal,-90.29,40.96
27,Normal,-94.44,39.1
31,Normal,-94.35,38.33
21,Normal,-88.42,41.11
18,Normal,-93.13,39.78
14,Normal,-94.38,38.67
29,Normal,-97.37,36.91
25,Normal,-89.6,41.76
30,Normal,-88.07,41.48
15,Normal,-94.46,37.16
13,Normal,-90.15,38.62
20,Normal,-91.93,34.81
28,Normal,-93.6,39.77
24,Normal,-90.7,41.62
11,Normal,-89.6,41.76
15,Normal,-94.38,38.67
26,Normal,-93.96,37.08
20,Normal,-91.74,34.89
29,Normal,-97.32,37.27
31,Normal,-94.35,38.33
15,Normal,-94.38,38.99
18,Normal,-91.8,39.67
14,Normal,-94.3,37.66
30,Normal,-90.2,38.65
21,Normal,-89.63,39.84
23,Normal,-90.68,35.12
15,Normal,-94.59,39.1
18,Normal,-91.59,39.68
28,Normal,-92.07,39.71
22,Normal,-89.91,40.86
11,Normal,-91.94,41.71
18,Normal,-91.36,39.76
30,Normal,-89.74,39.1
31,Normal,-94.31,37.31
15,Normal,-94.59,39.1
26,Normal,-93.14,37.26
28,Normal,-91.8,39.67
23,Normal,-91.14,34.96
17,Normal,-92.85,38.93
30,Normal,-89.63,39.84
10,Normal,-93.14,37.26
28,Normal,-91.59,39.68
30,Normal,-89.17,40.38
16,Normal,-90.44,41.54
21,Normal,-88.42,41.11
11,Normal,-92.74,41.75
19,Normal,-97.34,36.63
32,Normal,-87.67,41.87
14,Normal,-94.58,37.03
12,Normal,-92.19,41.74
28,Normal,-91.2,39.75
29,Normal,-97.14,36.41
30,Normal,-88.77,40.76
32,Normal,-88.07,41.48
14,Normal,-94.31,37.31
22,Normal,-91.05,41.72
15,Normal,-94.37,38.0
21,Normal,-87.67,41.87
32,Normal,-88.42,41.11
19,Normal,-97.35,36.4
29,Normal,-96.97,36.24
23,Normal,-92.09,34.8
19,Normal,-96.97,36.24
10,Normal,-92.48,37.8
20,Normal,-93.58,41.62
32,Normal,-90.04,35.19
26,Normal,-90.18,38.64
14,Normal,-94.46,37.16
24,Normal,-89.74,39.1
28,Normal,-89.78,39.77
11,Normal,-89.63,39.84
22,Normal,-90.68,35.12
23,Normal,-90.44,41.54
14,Normal,-94.3,37.66
16,Normal,-94.35,38.33
10,Normal,-90.18,38.64
17,Normal,-90.21,38.65
30,Normal,-93.58,41.62
31,Normal,-94.46,37.16
16,Normal,-89.91,40.86
10,Normal,-90.53,38.51
31,Normal,-94.31,37.31
13,Normal,-93.04,41.71
18,Normal,-90.14,39.76
31,Normal,-94.3,37.66
28,Normal,-90.14,39.76
19,Normal,-97.37,36.91
25,Normal,-90.0,37.72
14,Normal,-94.37,38.0
10,Normal,-90.86,38.46
32,Normal,-91.14,34.96
29,Normal,-97.37,36.91
19,Normal,-97.37,36.79
14,Normal,-94.35,38.33
13,Normal,-92.19,41.74
23,Normal,-91.32,41.71
16,Normal,-91.32,41.71
20,Normal,-91.59,41.7
16,Normal,-91.47,41.74
31,Normal,-94.38,38.99
22,Normal,-91.14,34.96
18,Normal,-90.24,39.72
16,Normal,-91.05,41.72
17,Normal,-90.93,38.82
32,Normal,-91.74,34.89
12,Normal,-89.54,36.84
13,Normal,-91.94,41.71
32,Normal,-91.93,34.81
25,Normal,-89.65,36.37
21,Normal,-94.38,38.99
23,Normal,-91.63,41.72
32,Normal,-92.09,34.8
10,Normal,-91.44,38.09
17,Normal,-91.33,38.87
31,Normal,-94.59,39.1
16,Normal,-91.78,42.23
30,Normal,-91.24,41.67
27,Normal,-91.33,38.87
25,Normal,-90.07,35.68
21,Normal,-94.59,39.1
13,Normal,-90.82,41.66
31,Normal,-94.59,39.1
18,Normal,-90.97,39.72
29,Normal,-96.68,36.2
16,Normal,-91.78,42.23
21,Normal,-94.38,38.99
19,Normal,-96.44,36.23
22,Normal,-92.31,34.78
16,Normal,-91.63,41.72
31,Normal,-94.38,38.99
13,Normal,-90.2,41.59
21,Normal,-94.38,38.67
26,Normal,-91.99,37.94
18,Normal,-91.36,39.76
25,Normal,-90.07,35.1
19,Normal,-96.21,36.19
21,Normal,-94.35,38.33
31,Normal,-94.35,38.33
23,Normal,-91.32,41.71
24,Normal,-89.63,39.84
31,Normal,-94.37,38.0
27,Normal,-92.38,38.98
29,Normal,-95.76,36.08
26,Normal,-92.48,37.8
10,Normal,-92.61,37.7
25,Normal,-89.8,35.94
28,Normal,-92.07,39.71
10,Normal,-92.74,37.6
15,Normal,-91.93,34.81
32,Normal,-91.74,34.89
21,Normal,-94.37,38.0
26,Normal,-92.31,37.81
10,Normal,-92.48,37.8
16,Normal,-91.05,41.72
13,Normal,-89.29,41.85
11,Normal,-90.2,38.65
21,Normal,-94.31,37.31
19,Normal,-95.42,35.87
21,Normal,-94.46,37.16
17,Normal,-92.85,38.93
13,Normal,-88.96,42.25
20,Normal,-88.64,42.21
23,Normal,-90.29,40.96
16,Normal,-90.29,40.96
11,Normal,-89.74,39.1
31,Normal,-94.58,37.03
18,Normal,-92.57,39.77
21,Normal,-94.58,37.03
31,Normal,-94.58,37.03
14,Normal,-94.46,37.16
12,Normal,-89.71,37.47
20,Normal,-87.66,41.89
19,Normal,-94.57,35.37
27,Normal,-93.45,38.99
24,Normal,-89.74,39.1
25,Normal,-89.54,36.84
30,Normal,-88.41,42.11
20,Normal,-88.02,42.04
32,Normal,-90.04,35.19
27,Normal,-93.2,38.98
26,Normal,-93.14,37.26
18,Normal,-92.94,39.77
17,Normal,-93.65,39.0
20,Normal,-87.66,41.89
18,Normal,-93.13,39.78
32,Normal,-90.37,35.21
14,Normal,-94.3,37.66
26,Normal,-93.69,37.16
19,Normal,-94.22,35.5
27,Normal,-93.65,39.0
28,Normal,-93.13,39.78
26,Normal,-93.96,37.08
12,Normal,-90.35,38.43
23,Normal,-90.44,41.54
22,Normal,-90.94,35.03
31,Normal,-94.35,38.33
32,Normal,-91.14,34.96
17,Normal,-94.31,39.04
15,Normal,-90.37,35.21
23,Normal,-90.29,40.96
20,Normal,-88.41,42.11
28,Normal,-93.33,39.77
29,Normal,-93.61,35.51
21,Normal,-94.35,38.33
10,Normal,-94.54,37.02
23,Normal,-90.7,41.62
26,Normal,-94.54,37.02
28,Normal,-93.93,39.76
19,Normal,-93.12,35.31
11,Normal,-88.07,41.48
26,Normal,-94.83,36.84
31,Normal,-94.38,38.99
30,Normal,-88.96,42.25
18,Normal,-94.25,39.73
28,Normal,-94.15,39.77
20,Normal,-89.29,41.85
15,Normal,-91.74,34.89
14,Normal,-94.59,39.1
15,Normal,-91.93,34.81
25,Normal,-90.0,37.72
21,Normal,-94.59,39.1
23,Normal,-91.32,41.71
17,Normal,-94.16,39.04
22,Normal,-92.09,34.8
12,Normal,-89.71,37.47
31,Normal,-94.59,39.1
27,Normal,-94.44,39.1
30,Normal,-89.29,41.85
19,Normal,-92.25,34.92
13,Normal,-89.6,41.76
26,Normal,-95.35,36.47
29,Normal,-92.25,34.75
15,Normal,-92.31,34.78
26,Normal,-95.5,36.37
20,Normal,-90.2,41.59
31,Normal,-94.38,38.67
25,Normal,-89.56,37.2
23,Normal,-91.78,42.23
31,Normal,-94.35,38.33
32,Normal,-92.31,34.78
30,Normal,-90.2,41.59
21,Normal,-94.37,38.0
26,Normal,-95.76,36.18
27,Normal,-94.0,39.03
20,Normal,-90.82,41.66
29,Normal,-92.53,35.15
13,Normal,-90.82,41.66
25,Normal,-89.8,35.94
18,Normal,-94.42,39.27
10,Normal,-95.76,36.18
23,Normal,-91.63,41.72
17,Normal,-93.65,39.0
14,Normal,-94.3,37.66
22,Normal,-91.93,34.81
16,Normal,-91.47,41.74
27,Normal,-93.65,39.0
23,Normal,-91.32,41.71
15,Normal,-91.74,34.89
32,Normal,-91.74,34.89
19,Normal,-93.12,35.31
28,Normal,-94.42,39.27
12,Normal,-90.24,35.35
11,Normal,-89.17,40.38
14,Normal,-94.58,37.03
27,Normal,-93.01,38.97
14,Normal,-94.58,37.03
24,Normal,-88.77,40.76
12,Normal,-90.07,35.1
14,Normal,-94.46,37.16
26,Normal,-95.35,36.47
32,Normal,-90.68,35.12
16,Normal,-91.05,41.72
25,Normal,-90.24,35.35
28,Normal,-94.36,39.37
24,Normal,-89.17,40.38
20,Normal,-92.19,41.74
28,Normal,-94.28,39.53
15,Normal,-90.94,35.03
18,Normal,-94.25,39.73
19,Normal,-93.92,35.53
24,Normal,-88.42,41.11
28,Normal,-94.25,39.73
18,Normal,-94.15,39.77
31,Normal,-94.46,37.16
30,Normal,-92.74,41.75
20,Normal,-93.04,41.71
25,Normal,-90.07,35.68
16,Normal,-89.91,40.86
28,Normal,-94.15,39.77
30,Normal,-93.04,41.71
16,Normal,-89.52,40.7
14,Normal,-94.37,38.0
26,Normal,-95.01,36.73
25,Normal,-89.8,35.94
21,Normal,-94.37,38.0
25,Normal,-89.65,36.37
14,Normal,-94.35,38.33
11,Normal,-87.67,41.87
20,Normal,-93.58,41.62
24,Normal,-88.07,41.48
25,Normal,-89.54,36.84
30,Normal,-93.58,41.62
31,Normal,-94.35,38.33
27,Normal,-92.22,38.96
31,Normal,-94.37,38.0
22,Normal,-90.37,35.21
32,Normal,-90.37,35.21
24,Normal,-88.42,41.11
25,Normal,-89.56,37.2
21,Normal,-94.38,38.99
18,Normal,-92.94,39.77
31,Normal,-94.38,38.67
20,Normal,-93.04,41.71
24,Normal,-88.77,40.76
18,Normal,-92.74,39.76
11,Normal,-89.17,40.38
25,Normal,-89.71,37.47
20,Normal,-92.74,41.75
21,Normal,-94.59,39.1
24,Normal,-89.17,40.38
26,Normal,-93.69,37.16
18,Normal,-92.57,39.77
23,Normal,-91.05,41.72
19,Normal,-95.99,36.17
11,Normal,-89.74,39.1
31,Normal,-94.59,39.1
32,Normal,-91.74,34.89
28,Normal,-92.74,39.76
21,Normal,-94.59,39.1
22,Normal,-91.38,34.83
32,Normal,-91.38,34.83
27,Normal,-91.1,38.83
23,Normal,-91.32,41.71
28,Normal,-90.24,39.72
18,Normal,-89.96,39.74
31,Normal,-94.35,38.33
21,Normal,-94.38,38.99
23,Normal,-89.91,40.86
25,Normal,-90.07,35.1
28,Normal,-89.96,39.74
14,Normal,-94.38,38.67
11,Normal,-90.2,38.65
22,Normal,-90.04,35.19
17,Normal,-91.74,38.94
24,Normal,-89.74,39.1
32,Normal,-90.94,35.03
17,Normal,-92.03,38.97
31,Normal,-94.59,39.1
11,Normal,-89.74,39.1
29,Normal,-97.32,37.27
27,Normal,-91.56,38.93
30,Normal,-87.66,41.89
22,Normal,-90.68,35.12
19,Normal,-97.32,37.15
25,Normal,-90.07,35.68
11,Normal,-90.2,38.65
16,Normal,-90.44,41.54
15,Normal,-91.14,34.96
32,Normal,-91.14,34.96
11,Normal,-89.74,39.1
23,Normal,-90.7,41.62
28,Normal,-89.66,39.78
16,Normal,-90.7,41.62
21,Normal,-94.38,38.67
11,Normal,-89.63,39.84
22,Normal,-91.38,34.83
19,Normal,-97.34,36.63
30,Normal,-88.64,42.21
29,Normal,-97.35,36.4
18,Normal,-90.14,39.76
31,Normal,-94.38,38.67
24,Normal,-89.63,39.84
25,Normal,-89.56,37.2
15,Normal,-91.93,34.81
11,Normal,-89.17,40.38
16,Normal,-91.47,41.74
29,Normal,-97.14,36.41
24,Normal,-88.77,40.76
14,Normal,-94.37,38.0
22,Normal,-91.93,34.81
19,Normal,-97.14,36.41
14,Normal,-94.3,37.66
10,Normal,-90.69,38.5
19,Normal,-96.97,36.24
31,Normal,-94.37,38.0
32,Normal,-92.31,34.78
29,Normal,-96.68,36.2
11,Normal,-88.07,41.48
19,Normal,-96.68,36.2
20,Normal,-89.88,41.77
30,Normal,-89.6,41.76
21,Normal,-94.46,37.16
31,Normal,-94.31,37.31
18,Normal,-90.63,39.7
25,Normal,-90.35,38.43
24,Normal,-88.07,41.48
31,Normal,-94.46,37.16
22,Normal,-92.31,34.78
13,Normal,-90.2,41.59
10,Normal,-91.07,38.31
27,Normal,-93.65,39.0
32,Normal,-92.09,34.8
14,Normal,-94.58,37.03
20,Normal,-90.64,41.56
24,Normal,-87.67,41.87
17,Normal,-93.65,39.0
28,Normal,-90.63,39.7
21,Normal,-94.35,38.33
17,Normal,-94.44,39.1
22,Normal,-90.68,35.12
16,Normal,-90.29,40.96
25,Normal,-89.71,37.47
13,Normal,-92.19,41.74
31,Normal,-94.37,38.0
21,Normal,-94.38,38.67
25,Normal,-89.56,37.2
13,Normal,-92.4,41.78
10,Normal,-92.31,37.81
22,Normal,-90.04,35.19
26,Normal,-92.08,37.81
16,Normal,-89.52,40.7
13,Normal,-92.74,41.75
21,Normal,-94.38,38.99
20,Normal,-93.04,41.71
17,Normal,-94.16,39.04
19,Normal,-94.22,35.5
14,Normal,-94.59,39.1
31,Normal,-94.38,38.67
25,Normal,-89.65,36.37
20,Normal,-93.36,41.69
12,Normal,-90.35,38.43
18,Normal,-92.27,39.76
21,Normal,-94.38,38.67
20,Normal,-91.94,41.71
24,Normal,-90.2,38.65
20,Normal,-91.59,41.7
27,Normal,-90.79,38.83
13,Normal,-92.19,41.74
10,Normal,-92.74,37.6
10,Normal,-92.89,37.51
18,Normal,-92.07,39.71
18,Normal,-91.8,39.67
31,Normal,-94.35,38.33
32,Normal,-92.31,34.78
21,Normal,-94.3,37.66
22,Normal,-92.31,34.78
11,Normal,-89.17,40.38
24,Normal,-90.2,38.65
12,Normal,-90.15,38.62
22,Normal,-92.31,34.78
17,Normal,-90.55,38.81
30,Normal,-91.24,41.67
16,Normal,-91.78,42.23
25,Normal,-90.24,38.0
18,Normal,-91.36,39.76
27,Normal,-94.0,39.03
25,Normal,-89.8,35.94
21,Normal,-94.59,39.1
10,Normal,-92.74,37.6
32,Normal,-90.68,35.12
15,Normal,-90.68,35.12
28,Normal,-92.42,39.76
21,Normal,-94.38,38.99
28,Normal,-92.57,39.77
25,Normal,-90.07,35.68
29,Normal,-93.36,35.4
24,Normal,-94.3,37.66
31,Normal,-94.59,39.1
21,Normal,-94.38,38.67
26,Normal,-92.89,37.51
27,Normal,-93.45,38.99
30,Normal,-93.36,41.69
15,Normal,-91.38,34.83
14,Normal,-94.37,38.0
14,Normal,-94.38,38.67
18,Normal,-93.13,39.78
24,Normal,-94.37,38.0
12,Normal,-90.07,35.1
28,Normal,-92.94,39.77
19,Normal,-93.12,35.31
21,Normal,-94.58,37.03
22,Normal,-92.31,34.78
28,Normal,-94.25,39.73
24,Normal,-94.38,38.67
16,Normal,-91.63,41.72
30,Normal,-91.24,41.67
14,Normal,-89.91,40.86
32,Normal,-92.31,34.78
14,Normal,-94.58,37.03
11,Normal,-90.2,41.59
21,Normal,-94.58,37.03
20,Normal,-90.82,41.66
16,Normal,-91.47,41.74
13,Normal,-90.82,41.66
18,Normal,-94.36,39.37
25,Normal,-90.0,37.72
24,Normal,-94.37,38.0
14,Normal,-90.44,41.54
19,Normal,-93.12,35.31
19,Normal,-92.53,35.15
25,Normal,-89.71,37.47
27,Normal,-91.74,38.94
14,Normal,-90.29,40.96
23,Normal,-91.32,41.71
30,Normal,-90.64,41.56
20,Normal,-89.88,41.77
32,Normal,-92.09,34.8
10,Normal,-92.31,37.81
28,Normal,-91.36,39.76
18,Normal,-91.2,39.75
20,Normal,-90.2,41.59
30,Normal,-90.64,41.56
26,Normal,-92.31,37.81
10,Normal,-92.08,37.81
31,Normal,-94.31,37.31
20,Normal,-89.88,41.77
32,Normal,-91.74,34.89
25,Normal,-89.56,37.2
28,Normal,-90.97,39.72
30,Normal,-89.88,41.77
11,Normal,-87.67,41.87
15,Normal,-91.14,34.96
32,Normal,-91.14,34.96
12,Normal,-89.71,37.47
15,Normal,-91.74,34.89
23,Normal,-91.32,41.71
19,Normal,-97.37,36.79
12,Normal,-89.54,36.84
13,Normal,-89.88,41.77
28,Normal,-90.79,39.69
30,Normal,-89.6,41.76
27,Normal,-90.67,38.82
17,Normal,-90.67,38.82
25,Normal,-89.65,36.37
11,Normal,-88.07,41.48
21,Normal,-94.31,37.31
32,Normal,-90.94,35.03
31,Normal,-94.46,37.16
13,Normal,-89.29,41.85
21,Normal,-94.3,37.66
15,Normal,-90.68,35.12
